308.000000,424.000000,528.000000,24.900000,57.000000,474.000000
306.000000,423.000000,527.000000,24.800000,57.700000,480.000000
306.000000,424.000000,528.000000,24.800000,57.700000,479.000000
305.000000,424.000000,529.000000,24.800000,57.800000,483.000000
304.000000,423.000000,528.000000,24.800000,57.800000,483.000000
303.000000,423.000000,528.000000,24.800000,57.800000,477.000000
303.000000,423.000000,528.000000,24.800000,57.900000,482.000000
302.000000,426.000000,528.000000,24.800000,57.900000,483.000000
301.000000,427.000000,528.000000,24.800000,58.000000,498.000000
301.000000,428.000000,528.000000,24.800000,58.100000,497.000000
301.000000,429.000000,528.000000,24.800000,58.100000,493.000000
299.000000,486.000000,527.000000,24.800000,58.200000,483.000000
301.000000,481.000000,529.000000,24.800000,58.300000,486.000000
299.000000,475.000000,527.000000,24.800000,58.400000,483.000000
299.000000,473.000000,527.000000,24.800000,58.500000,482.000000
298.000000,471.000000,527.000000,24.800000,58.600000,482.000000
298.000000,469.000000,527.000000,24.800000,58.700000,481.000000
297.000000,469.000000,527.000000,24.800000,58.900000,481.000000
297.000000,469.000000,527.000000,24.800000,59.000000,481.000000
297.000000,468.000000,527.000000,24.800000,59.100000,481.000000
296.000000,469.000000,527.000000,24.800000,59.200000,481.000000
296.000000,470.000000,527.000000,24.800000,59.400000,480.000000
296.000000,470.000000,526.000000,24.800000,59.500000,481.000000
295.000000,471.000000,527.000000,24.800000,59.600000,480.000000
296.000000,472.000000,528.000000,24.800000,59.700000,481.000000
296.000000,471.000000,528.000000,24.800000,59.800000,481.000000
296.000000,469.000000,528.000000,24.800000,60.000000,481.000000
296.000000,468.000000,528.000000,24.800000,60.100000,481.000000
294.000000,468.000000,526.000000,24.800000,60.200000,480.000000
294.000000,468.000000,526.000000,24.800000,60.300000,479.000000
295.000000,465.000000,527.000000,24.800000,60.500000,480.000000
295.000000,464.000000,527.000000,24.800000,60.600000,480.000000
296.000000,463.000000,526.000000,24.800000,60.700000,479.000000
297.000000,463.000000,525.000000,24.800000,60.900000,479.000000
298.000000,463.000000,525.000000,24.800000,61.300000,470.000000
298.000000,464.000000,526.000000,24.800000,61.700000,478.000000
298.000000,463.000000,525.000000,24.800000,62.100000,479.000000
297.000000,462.000000,526.000000,24.800000,62.500000,480.000000
297.000000,462.000000,526.000000,24.800000,62.900000,479.000000
297.000000,464.000000,526.000000,24.800000,63.200000,480.000000
297.000000,464.000000,526.000000,24.800000,63.400000,480.000000
298.000000,465.000000,526.000000,24.800000,63.700000,480.000000
298.000000,466.000000,525.000000,24.800000,63.900000,480.000000
299.000000,466.000000,527.000000,24.800000,64.100000,480.000000
298.000000,465.000000,526.000000,24.800000,64.400000,479.000000
296.000000,424.000000,527.000000,24.800000,64.600000,478.000000
296.000000,428.000000,527.000000,24.800000,64.900000,480.000000
296.000000,434.000000,527.000000,24.800000,65.100000,482.000000
295.000000,435.000000,527.000000,24.800000,65.300000,481.000000
295.000000,437.000000,527.000000,24.800000,65.600000,481.000000
295.000000,438.000000,527.000000,24.800000,65.800000,480.000000
