2.890000,2.070000,147.690000,35.000000,64.100000,489.000000
2.870000,2.170000,147.220000,35.000000,63.000000,493.000000
2.800000,1.940000,147.220000,35.000000,63.000000,494.000000
2.850000,1.790000,147.380000,35.000000,63.000000,496.000000
2.870000,2.040000,147.380000,35.000000,63.000000,496.000000
2.830000,1.910000,147.380000,35.000000,63.100000,492.000000
2.880000,2.040000,147.380000,35.000000,63.000000,497.000000
2.870000,1.820000,147.530000,34.900000,63.100000,498.000000
2.910000,2.170000,147.530000,35.000000,63.000000,498.000000
2.840000,1.730000,147.530000,34.900000,63.100000,498.000000
2.850000,1.760000,147.530000,34.900000,63.100000,498.000000
2.920000,1.850000,147.850000,34.900000,63.100000,498.000000
2.910000,1.970000,147.850000,34.900000,63.100000,500.000000
2.910000,2.170000,147.850000,34.900000,63.100000,499.000000
2.910000,1.850000,147.850000,34.900000,63.100000,499.000000
2.910000,1.910000,147.850000,34.900000,63.100000,500.000000
2.870000,2.070000,147.690000,34.900000,63.100000,500.000000
2.850000,1.970000,147.850000,34.900000,63.100000,500.000000
2.910000,2.040000,147.850000,34.900000,63.100000,509.000000
2.910000,2.000000,147.850000,34.900000,63.100000,499.000000
2.880000,1.820000,147.530000,34.900000,63.100000,497.000000
2.880000,1.970000,147.380000,34.900000,63.100000,498.000000
2.850000,1.820000,147.380000,34.900000,63.100000,499.000000
2.830000,1.760000,147.530000,34.900000,63.100000,499.000000
2.890000,1.940000,147.530000,34.900000,63.100000,499.000000
2.850000,1.940000,147.530000,34.900000,63.200000,500.000000
2.850000,1.910000,147.530000,34.900000,63.100000,500.000000
2.830000,2.040000,147.530000,34.900000,63.200000,500.000000
2.880000,1.760000,147.530000,34.900000,63.200000,498.000000
2.870000,1.850000,147.530000,34.900000,63.200000,499.000000
2.870000,2.170000,147.530000,34.900000,63.200000,500.000000
2.810000,2.140000,147.530000,34.900000,63.200000,499.000000
2.880000,1.940000,147.530000,34.900000,63.200000,499.000000
2.870000,2.040000,147.530000,34.900000,63.200000,500.000000
2.890000,1.730000,147.690000,34.900000,63.200000,500.000000
2.870000,2.140000,147.690000,34.900000,63.200000,499.000000
2.840000,1.970000,147.690000,34.900000,63.200000,500.000000
2.880000,1.820000,147.530000,34.900000,63.200000,499.000000
2.850000,1.850000,147.530000,34.900000,63.200000,499.000000
2.890000,2.000000,147.850000,34.900000,63.200000,500.000000
2.890000,1.850000,147.690000,34.900000,63.200000,499.000000
2.890000,1.790000,147.850000,34.900000,63.200000,502.000000
2.880000,1.850000,147.850000,34.900000,63.200000,500.000000
2.880000,1.940000,147.850000,34.900000,63.200000,501.000000
2.850000,1.940000,147.690000,34.900000,63.200000,500.000000
2.880000,1.940000,147.690000,34.900000,63.200000,500.000000
2.890000,2.040000,147.690000,34.900000,63.200000,500.000000
2.870000,2.000000,147.850000,34.900000,63.200000,500.000000
2.910000,1.850000,147.690000,34.900000,63.200000,500.000000
2.880000,1.940000,147.850000,34.900000,63.200000,500.000000
2.850000,1.910000,147.690000,34.900000,63.200000,500.000000
